id,beast_id,kind,zone,zone_label,concept,quote,story,sensory,ipa,sort_order
ATOM_0256,BEAST_SCIENCE_18_BT,single,,,Your question must stem from a clear gap in existing literature so you do not repeat old work.,without a welldefined research Gap you're going to risk wasting your effort running after a question that's already been adequately answered,"A colossal Bone toucan lands perfectly on an old, dusty book resting on a high street lamp, shrinking the entire street with its disproportionate scale. It frantically uses its heavy beak to dig a deep, perfectly square gap straight through the thick pages, loudly vibrating its hollow bones to speak the quote so it does not waste time reading the same old text.",,,1
ATOM_0257,BEAST_SCIENCE_19_BU,single,,,,,,,,1
ATOM_0258,BEAST_SCIENCE_19_BV,single,,,,,,,,1
ATOM_0259,BEAST_SCIENCE_19_BW,single,,,,,,,,1
ATOM_0260,BEAST_SCIENCE_19_BX,single,,,https://uxdesign.cc/information-architecture-is-the-foundation-artificial-intelligence-is-starving-for-1d91fb5bf59f,,https://uxdesign.cc/information-architecture-is-the-foundation-artificial-intelligence-is-starving-for-1d91fb5bf59f,,,1
ATOM_0261,BEAST_SKILLS_01_A,single,,,The habit of pronouncing words in your head slows down reading.,,,,,1
ATOM_0262,BEAST_SKILLS_01_B,single,,,Eyes backtracking or back skipping wastes time and ruins focus.,,,,,1
ATOM_0263,BEAST_SKILLS_01_C,single,,,Familiar words don't need to be pronounced internally to be understood.,,,,,1
ATOM_0264,BEAST_SKILLS_01_D,single,,,Using a visual guide prevents regression and focuses attention.,,,,,1
ATOM_0265,BEAST_SKILLS_01_E,single,,,Capturing multiple words per fixation expands reading speed.,,,,,1
ATOM_0266,BEAST_SKILLS_02_F,single,,,Asking questions before reading primes the brain to filter for relevant information.,,,,,1
ATOM_0267,BEAST_SKILLS_02_G,single,,,Highlighting everything defeats the purpose of highlighting.,,,,,1
ATOM_0268,BEAST_SKILLS_03_H,zoned,Z1,Z1 Head | BP Definition,"massive jaws crunching down on thick, rubbery arteries, bursting them open loudly",The mean arterial pressure is the average of the blood pressure on top and the blood pressure on the bottom.,"Dracula stands by a stone gate, commanding a monstrous Hydra to attack the pavement. The beast's massive heads crunch down on exposed, thick rubbery arteries, popping them loudly as it screams the exact definition: ""The force exerted by circulating blood against the inner walls of blood vessels, primarily the arteries. It is measured in millimeters of mercury (mmHg) and recorded as two distinct numbers: the systolic pressure (the force when the heart contracts and pushes blood out) over the diastolic pressure (the force when the heart rests and fills with blood between beats)."" Simultaneously, its front claws splash a puddle of boiling blood, scorching the bright red numbers into the concrete as it hisses: ""For a healthy, resting adult, a normal reading is strictly less than 120/80 mmHg (read as ""120 over 80"")."" The heavy iron scale branded into the beast's chest violently balances the sizzling blood pools, spewing acrid smoke as the beast groans: ""The mean arterial pressure is the average of the blood pressure on top and the blood pressure on the bottom.""",auditory,,1
ATOM_0269,BEAST_SKILLS_03_H,zoned,Z2,Z2 Forelimbs | Normal range,"front claws frantically splashing boiling, glowing red blood that scorches the ground",The mean arterial pressure is the average of the blood pressure on top and the blood pressure on the bottom.,"Dracula stands by a stone gate, commanding a monstrous Hydra to attack the pavement. The beast's massive heads crunch down on exposed, thick rubbery arteries, popping them loudly as it screams the exact definition: ""The force exerted by circulating blood against the inner walls of blood vessels, primarily the arteries. It is measured in millimeters of mercury (mmHg) and recorded as two distinct numbers: the systolic pressure (the force when the heart contracts and pushes blood out) over the diastolic pressure (the force when the heart rests and fills with blood between beats)."" Simultaneously, its front claws splash a puddle of boiling blood, scorching the bright red numbers into the concrete as it hisses: ""For a healthy, resting adult, a normal reading is strictly less than 120/80 mmHg (read as ""120 over 80"")."" The heavy iron scale branded into the beast's chest violently balances the sizzling blood pools, spewing acrid smoke as the beast groans: ""The mean arterial pressure is the average of the blood pressure on top and the blood pressure on the bottom.""",visual,,2
ATOM_0270,BEAST_SKILLS_03_H,zoned,Z3,Z3 Torso | Mean Arterial Pressure,"a giant, heavy iron scale violently branded into its chest, physically balancing the top and bottom blood pools while emitting burning smoke",The mean arterial pressure is the average of the blood pressure on top and the blood pressure on the bottom.,"Dracula stands by a stone gate, commanding a monstrous Hydra to attack the pavement. The beast's massive heads crunch down on exposed, thick rubbery arteries, popping them loudly as it screams the exact definition: ""The force exerted by circulating blood against the inner walls of blood vessels, primarily the arteries. It is measured in millimeters of mercury (mmHg) and recorded as two distinct numbers: the systolic pressure (the force when the heart contracts and pushes blood out) over the diastolic pressure (the force when the heart rests and fills with blood between beats)."" Simultaneously, its front claws splash a puddle of boiling blood, scorching the bright red numbers into the concrete as it hisses: ""For a healthy, resting adult, a normal reading is strictly less than 120/80 mmHg (read as ""120 over 80"")."" The heavy iron scale branded into the beast's chest violently balances the sizzling blood pools, spewing acrid smoke as the beast groans: ""The mean arterial pressure is the average of the blood pressure on top and the blood pressure on the bottom.""",olfactory,,3
ATOM_0271,BEAST_SKILLS_03_I,zoned,Z1,Z1 Head | HR Definition,"a giant stopwatch swallowed whole, glowing blindingly through its throat","For a healthy, resting adult, the normal range is 60 to 100 BPM.","Down the street at a parked car, the air smells intensely of burning ozone as a demonic imp lands. Its head violently swallows a giant glowing stopwatch that illuminates its throat from the inside, pulsing bright light as it squawks: ""The speed at which the heart beats, quantified by the number of times the heart muscle contracts (beats) within a 60-second window."" The imp's front arms violently vibrate against Dracula's chest, delivering intense electric shocks that forcefully rattle the vampire's fangs to dictate: ""For a healthy, resting adult, the normal range is 60 to 100 BPM.""",visual,,1
ATOM_0272,BEAST_SKILLS_03_I,zoned,Z2,Z2 Forelimbs | Normal range,arms violently vibrating and shooting electric shocks,"For a healthy, resting adult, the normal range is 60 to 100 BPM.","Down the street at a parked car, the air smells intensely of burning ozone as a demonic imp lands. Its head violently swallows a giant glowing stopwatch that illuminates its throat from the inside, pulsing bright light as it squawks: ""The speed at which the heart beats, quantified by the number of times the heart muscle contracts (beats) within a 60-second window."" The imp's front arms violently vibrate against Dracula's chest, delivering intense electric shocks that forcefully rattle the vampire's fangs to dictate: ""For a healthy, resting adult, the normal range is 60 to 100 BPM.""",tactile,,2
ATOM_0273,BEAST_SKILLS_04_J,single,,,Behavioral activation works because taking physical action forcefully shifts brain chemistry before motivation ever appears.,a ação ela é soberana a ação vem antes da sensação a ação vem antes da motivação,"A colossal medieval jester refuses to wait for hope; it aggressively bites Goku's arm and drags him across the rough pavement to force him into motion. The sheer friction of the dragging sparks a violent, tangible chemical explosion of energy in the air before Goku even realizes what is happening.",tactile,,1
ATOM_0274,BEAST_SKILLS_04_K,single,,,"The first five minutes involve gentle physical rotations of the neck, shoulders, and wrists to release an immediate energy boost.",você vai fazer 10 movimentos leves de rotação do seu pescoço dos seus ombros e dos seus punhos,"A majestic kitten violently twists its neck, shoulders, and wrists exactly ten times, creating a deafening cracking sound that physically shakes the street. As the joints rotate, literal heavy golden coins of dopamine shoot out of the kitten's fur and rain down hard on the concrete.",tactile,,1
ATOM_0275,BEAST_SKILLS_04_L,single,,,The second block emotionally warms the brain by placing a hand on the chest and deeply visualizing a simple pleasant experience.,você coloca uma das mãos no seu peito fecha os olhos por um instante e você pode falar: eu me dou permissão para ir no meu ritmo devagar constante,"A tiny lion leaps onto Goku's chest, forcefully slamming its heavy paws against his heart. The impact instantly projects a holographic, hyper-realistic breakfast floating in the air, radiating a comforting, burning warmth that physically melts the icy frost covering the street.",tactile,,1
ATOM_0276,BEAST_SKILLS_04_M,single,,,"The final five minutes require a small, practical action focused on personal sensory meaning rather than societal productivity.",agir isso é importantíssimo você entender não focado na produtividade mas focado no significado,A hairy marmoset ignores a massive factory assembly line and instead gently splashes a single drop of freezing water onto Goku's face. The intense icy sting of that one meaningful drop shatters the surrounding heavy factory machinery into fine dust.,tactile,,1
ATOM_0277,BEAST_SKILLS_05_N,zoned,Z1,Z1 Head | Cognitive Shuffling,"massive jaw aggressively chewing a glowing, random word generator that shoots out floating, emotionally neutral letters",Ela envolve a substituição intencional de pensamentos indesejados que induzem a ansiedade por outros mais agradáveis e não estimulantes.,"The Neanderthal's massive jaw aggressively chews a glowing, random word generator that shoots out floating, emotionally neutral letters to block out thoughts. Simultaneously, his thick hands violently crush a sharp, freezing-cold holographic calendar of worries, physically stopping the brain's high-alert planning. Finally, his chest cavity bursts open to vomit a stream of sweet, pastel-colored marshmallows, intentionally substituting the sharp tension with a bland, sugary calm.",visual,,1
ATOM_0278,BEAST_SKILLS_05_N,zoned,Z2,Z2 Forelimbs | Insomnia Cause,"thick, hairy hands violently crushing a sharp, freezing-cold holographic calendar of worries",Ela envolve a substituição intencional de pensamentos indesejados que induzem a ansiedade por outros mais agradáveis e não estimulantes.,"The Neanderthal's massive jaw aggressively chews a glowing, random word generator that shoots out floating, emotionally neutral letters to block out thoughts. Simultaneously, his thick hands violently crush a sharp, freezing-cold holographic calendar of worries, physically stopping the brain's high-alert planning. Finally, his chest cavity bursts open to vomit a stream of sweet, pastel-colored marshmallows, intentionally substituting the sharp tension with a bland, sugary calm.",tactile,,2
ATOM_0279,BEAST_SKILLS_05_N,zoned,Z3,Z3 Torso | Cognitive Refocusing,"chest cavity bursting open to vomit a stream of sweet, pastel-colored marshmallows that drown out buzzing hornets",Ela envolve a substituição intencional de pensamentos indesejados que induzem a ansiedade por outros mais agradáveis e não estimulantes.,"The Neanderthal's massive jaw aggressively chews a glowing, random word generator that shoots out floating, emotionally neutral letters to block out thoughts. Simultaneously, his thick hands violently crush a sharp, freezing-cold holographic calendar of worries, physically stopping the brain's high-alert planning. Finally, his chest cavity bursts open to vomit a stream of sweet, pastel-colored marshmallows, intentionally substituting the sharp tension with a bland, sugary calm.",gustatory,,3
ATOM_0280,BEAST_SKILLS_05_O,zoned,Z1,Z1 Head | Spelling Trick,"sharp beak ripping a giant, screaming letter ""B"" out of a cake and firing it like a machine gun","Quanto mais você praticar, mais forte você fica e mais fácil pode ser o seu uso, segundo ela.","The owl's sharp beak rips a giant, screaming letter ""B"" out of a cake, firing holographic toys like a loud machine gun until the letter is exhausted. As it fires, its wings aggressively flap a thick, pungent cloud of heavy dream-sand that physically melts the concrete into a sinking micro-dream. Meanwhile, its heavy torso vigorously lifts a massive barbell made of solid cheese, sweating and building immense physical strength through relentless repetition.",auditory,,1
ATOM_0281,BEAST_SKILLS_05_O,zoned,Z2,Z2 Forelimbs | Hypnagogic Composition,"wings aggressively flapping a thick, pungent cloud of heavy dream-sand that melts the pavement","Quanto mais você praticar, mais forte você fica e mais fácil pode ser o seu uso, segundo ela.","The owl's sharp beak rips a giant, screaming letter ""B"" out of a cake, firing holographic toys like a loud machine gun until the letter is exhausted. As it fires, its wings aggressively flap a thick, pungent cloud of heavy dream-sand that physically melts the concrete into a sinking micro-dream. Meanwhile, its heavy torso vigorously lifts a massive barbell made of solid cheese, sweating and building immense physical strength through relentless repetition.",olfactory,,2
ATOM_0282,BEAST_SKILLS_05_O,zoned,Z3,Z3 Torso | Sleep Strategy Practice,"heavy torso vigorously lifting a massive barbell made of solid cheese, sweating under the physical pressure","Quanto mais você praticar, mais forte você fica e mais fácil pode ser o seu uso, segundo ela.","The owl's sharp beak rips a giant, screaming letter ""B"" out of a cake, firing holographic toys like a loud machine gun until the letter is exhausted. As it fires, its wings aggressively flap a thick, pungent cloud of heavy dream-sand that physically melts the concrete into a sinking micro-dream. Meanwhile, its heavy torso vigorously lifts a massive barbell made of solid cheese, sweating and building immense physical strength through relentless repetition.",tactile,,3
ATOM_0283,BEAST_TAOISM_01_A,single,,,The Tao is the nameless changing process under all of reality.,"With a range of meanings and interpretations in Chinese philosophy, translations of Tao include 'way', 'road', 'path', or 'technique', generally understood in the Taoist sense as an enigmatic process of transformation ultimately underlying reality.","A street-wide Arachne spins a web you can taste, honey and lightning in one bite. The web hardens into a road, melts into a river, then hardens again. Laozi stands at a left-side gate and says the web has no name. Each bite flips from sweet to sour as the shape changes.",gustatory,,1
ATOM_0284,BEAST_TAOISM_01_B,single,,,De is the power that shows up when a person lives in line with the Tao.,"The active expression of Tao is called De (德; dé; also spelled Te or Teh; often translated with virtue or power), in a sense that De results from an individual living and cultivating the Tao.","A bird of paradise sits on a right-side gate post, feathers so hot they feel like live coals on your skin. The feathers weld a glowing patch of heat onto the post, then into your palm. The heat stays in your hand like a solid brick of warmth.",tactile,,1
ATOM_0285,BEAST_TAOISM_01_C,single,,,"Wu wei is effortless action: you reach a goal by flowing with the world, not by forcing it.","Wu wei is a primary ethical concept in Taoism. Standard translations are non-action, effortless action, action without intent, non-interference, and non-intervention.","A sleeping cat rides a flood down the far street, still asleep on a fence-board. Water slams into walls and goes silent the instant it touches the cat's fur. The leftover sound is a huge hush that rings like a bell.",auditory,,1
ATOM_0286,BEAST_TAOISM_01_D,single,,,"Ziran is the self-so state of things: natural, unforced, as they already are.","Ziran (自然; zìrán; tzu-jan; lit. 'self-so', 'self-organization') is regarded as a central concept and value in Taoism and as a way of flowing with the Tao. It describes the 'primordial state' of all things.","A dragon the size of a thumbnail sits on an uncut log on a roof edge. Branches explode out of the log in one wild burst, skipping the neat gardens below. The dragon's breath makes the raw bark glow so bright it hurts your eyes.",visual,,1
ATOM_0287,BEAST_TAOISM_01_E,single,,,"The Three Treasures are compassion (ci), moderation (jian), and humility.","Some of the most important virtues in Taoism are the Three Treasures or Three Jewels (三寶; sānbǎo). These are: ci (慈; cí, usually translated as compassion), jian (儉; jiǎn, usually translated as moderation), and bugan wei tianxia xian (不敢爲天下先; 'not daring to act as first under the heavens', but usually translated as humility).","An eagle on a near-right lamp post drops three chests. One smells like a sudden hug, one like plain rice, one like empty air so clean it burns your nose. The empty chest sucks every other smell out of the street for a second.",olfactory,,1
ATOM_0288,BEAST_TAOISM_02_F,single,,,"Laozi is the traditional founder of Taoism, but scholars debate whether he was a real person.","A common tradition holds that Laozi founded Taoism. Laozi's historicity is disputed, with many scholars seeing him as a legendary founding figure.","One frog sits on a lily pad in a curb puddle by a left-side wall. Its throat-sack projects a flickering sage into the air. Glasses grow out of the frog's own face and the sage image blinks out, then snaps back, then dies again.",visual,,1
ATOM_0289,BEAST_TAOISM_02_G,single,,,"The Tao Te Ching is the core Taoist book, a short poetic text tied to Laozi.","The Tao Te Ching, attributed to Laozi, was composed between the 4th and 6th century BCE.",A goat chained to a right-side fence chews a scroll that talks while it is eaten. The chew sounds like water and rock speaking at the same time. Zhuangzi leans in to catch the poem-sounds before they vanish.,auditory,,1
ATOM_0290,BEAST_TAOISM_02_H,single,,,"Zhuangzi was a major Taoist hermit, and some think southern shaman practice shaped him.","Zhuang Zhou (c. 370–290 BCE) was the most influential of the Taoist hermits. Some scholars hold that since he lived in the south, he may have been influenced by Chinese shamanism.","A Hydra fills a cave mouth that opened in a far brick wall. Shaman rattles grow from its tails and buzz against your palm. One head laughs, one weeps, one stays mute, and all three kinds of shaking hit your bones at once.",tactile,,1
ATOM_0291,BEAST_TAOISM_02_I,single,,,"The Zhuangzi uses stories and talks to push a free life in line with nature, not stiff social rules.","The Zhuangzi uses anecdotes, parables, and dialogues to express one of its main themes—avoiding cultural constructs and instead living in a spontaneous way aligned with the natural world.",An imp juggles dirt-smelling story balls from a balcony. One ball hits a stone official statue on the roof edge and the stone suit turns into leaves. A wild-grass smell follows the imp and wipes out the city smell.,olfactory,,1
ATOM_0292,BEAST_TAOISM_02_J,single,,,The Yellow Emperor is a mythic ruler said to have set many Taoist rules while seeking a long life.,"many Chinese Taoists claim that the Yellow Emperor formulated many of their precepts, including the quest for 'long life'.",A jester in bright yellow robes holds out a peach from a near-right doorway. One bite tastes like a thousand years and makes your tongue feel old and young at once. Zhuangzi takes a bite and the taste of time fills the street.,gustatory,,1
ATOM_0293,BEAST_TAOISM_03_K,single,,,"Yin and yang are the paired forces (dark/light, soft/hard, and so on) whose play shapes the world.","The main distinction in Taoist cosmology is that between yin and yang, which applies to various sets of complementary ideas: bright – dark, light – heavy, soft – hard, strong – weak, above – below, ruler – minister, male – female, and so on.",A kitten on a left-side parked car bats a ball of yarn that is half pitch-black and half blinding white. The two halves braid themselves into a spinning circle on the hood. The contrast is so sharp it hurts to look at.,visual,,1
ATOM_0294,BEAST_TAOISM_03_L,single,,,"Qi is the living stuff of the universe, the body of the Tao you can feel in all things.","According to Livia Kohn, qi is 'the cosmic energy that pervades all. The concrete aspect of Tao, qi is the material force of the universe, the basic stuff of nature.'","A lion made of crackling energy walks along a right-side wall, paws that never quite touch the street. The air thickens and a hum presses into your skin. The Jade Emperor grips the mane, which feels like a solid brick and a flowing gas at once.",tactile,,1
ATOM_0295,BEAST_TAOISM_03_M,single,,,"Wuxing is the five phases — wood, fire, earth, metal, water — used to explain how things change.","Another important set of notions associated with the same school of yinyang are the “Five Phases” (wuxing) or “powers” (wude): water, fire, wood, metal, and earth.","A marmoset on a far facade juggles five orbs that scream five ways: fire crackle, water rush, wood creak, metal clang, earth rumble. When the orbs clash, the five noises braid into one blast that shakes windows. Each orb keeps its own sound even while they mix.",auditory,,1
ATOM_0296,BEAST_TAOISM_03_N,single,,,"Neidan is inner alchemy: you change jing, qi, and shen inside the body to live longer and change the spirit.","Internal alchemy (neidan, literally: 'internal elixir'), which focuses on the transformation and increase of qi in the body, developed during the late imperial period (especially during the Tang) and is found in almost all Taoist schools today","A Neanderthal sits on a balcony in a still pose, with a cauldron boiling inside his chest. Three smells pour out: earthy jing, sharp electric qi, and sweet shen. One deep breath braids the three smells into a single burning scent.",olfactory,,1
ATOM_0297,BEAST_TAOISM_03_O,single,,,"Xian are immortals who gain strange powers by mastering the Tao, body and spirit both.","Taoists who sought to become one of the many different types of immortals, such as xian or zhenren, wanted to 'ensure complete physical and spiritual immortality'.","An owl of shifting light perches on a near-right wall. It sheds feathers that feel like solid glass, then melt into warm light the second you touch them. Your hand passes through the owl as if the bird were heat without a body.",tactile,,1
ATOM_0298,BEAST_TAOISM_04_P,single,,,Taoism splits into Daojia (a school of teachings and texts) and Daojiao (an organized religion).,"The English word Taoism is often used to translate two distinct terms in Chinese: Daojia (道家; dàojiā; “School/Tradition of the Dao”) is a Han-dynasty label used to classify teachings and texts... Daojiao (道教; dàojiào; “Teachings of the Dao,” often rendered “Taoism” or 'Daoism' in the sense of an organized religion).","A two-headed panther stands at a left-side gate. One head whispers riddles that chime like glass in wind. The other bellows temple gongs so loud the whispers go silent, then the chimes cut the gongs. Bruce Lee stands still and tracks which sound is winning.",auditory,,1
ATOM_0299,BEAST_TAOISM_04_Q,single,,,"The Way of the Celestial Masters was the first organized Taoist group, started by Zhang Daoling after a vision of Laozi.","The first organized form of Taoism was the Way of the Celestial Masters, which developed from the Five Pecks of Rice movement at the end of the 2nd century CE. The latter had been founded by Zhang Daoling, who was said to have had a vision of Laozi in 142 CE","A huge feathered serpent coils around a right-side parked car and stacks five glowing pecks of rice into a ranked pile. Its feathers throw a sage-vision into the sky, bright as a second sun. The rice keeps climbing itself into a taller, neater tower.",visual,,1
ATOM_0300,BEAST_TAOISM_04_R,single,,,"The Three Pure Ones are the highest Taoist gods, three faces of the Tao as it takes form.","Three Purities were the supreme Taoist deities: the Celestial Worthy of Primordial Beginning, the Celestial Worthy of Numinous Treasure, and the Celestial Worthy of the Tao and its Virtue.","A three-headed rat at the far end of the street bites three cheeses at once. The first tastes like nothing at all, the second like every book and law in one bite, the third like way-and-virtue tea so old it has no temperature. The three tastes crash in your mouth as if you swallowed the sky's layout.",gustatory,,1
ATOM_0301,BEAST_TAOISM_04_S,single,,,The Jade Emperor rules the sky in Taoist belief and runs it like an old Chinese court.,"Underneath the Three Pure Ones, the next ruling power is the Jade Emperor (Yuhuang Dadi, 玉皇大帝). He functions as the sovereign ruler of heaven who administers the cosmos through a vast celestial bureaucracy modeled on the imperial court of ancient China.","A giant skull in a jade crown sits on a cloud-throne above a roof, bone so smooth and cold it burns your fingers. Each stamp of its seal slides a star to a new place. Bruce Lee feels the stamp's weight drop through the street like a frozen anvil.",tactile,,1
ATOM_0302,BEAST_TAOISM_04_T,single,,,Quanzhen is a monastic Taoist school that trains inner alchemy and blends three teachings.,"In the 12th century, the Quanzhen (Complete Perfection) School was founded in Shandong by the sage Wang Chongyang (1113–1170)... The Quanzhen school was syncretic, combining elements from Buddhism and Confucianism with Taoist tradition.","A toucan with three beaks builds a tiny monastery on a near-right corner. One beak smells of temple incense, one of wet ink and paper, one of bitter alchemy herbs. The three smells fuse into one hard scent that fills the doorway.",olfactory,,1
ATOM_0303,BEAST_VIOLIN_01_A,single,,,O violino foi inventado no início do século XVI na Itália.,"O violino, a viola e o violoncelo foram fabricados no início do século XVI, na Itália.",Arachne weaves a giant Italian pizza out of thick sixteenth-century lute strings anchored to the gate spinning uncontrollably.,tactile,,1
ATOM_0304,BEAST_VIOLIN_01_B,single,,,A evidência mais antiga são pinturas de Gaudenzio Ferrari (década de 1530) com violinos de três cordas.,"A evidência mais antiga de sua existência está nas pinturas de Gaudenzio Ferrari da década de 1530, embora os instrumentos da Ferrari tivessem apenas três cordas.",A skyscraper-sized bird of paradise paints a roaring Ferrari engine on the brick wall using exactly three glowing strings dipped in wet blindingly bright oil paint.,visual,,2
ATOM_0305,BEAST_VIOLIN_01_C,single,,,O violino evoluiu da viela rabeca e lira da braccio.,"É provável que os violinos tenham sido desenvolvidos a partir de vários outros instrumentos de cordas dos séculos XV e XVI, incluindo a viela, rabeca e lira da braccio.",A microscopic cat shrieks a deafening operatic note on the pavement while furiously sawing a wooden lira da braccio that transforms into a rabid lizard.,auditory,,3
ATOM_0306,BEAST_VIOLIN_01_D,single,,,O padrão foi estabelecido no século XVII por Amati Stainer e Stradivari.,"O padrão geral do instrumento foi estabelecido no século XVII por lutieres como a prolífica família Amati, Jakob Stainer, do Tirol, e Antonio Stradivari",A dragon exhales frozen centuries upon the street lamp freezing three master luthiers into ice statues who eternally carve glowing Stradivarius violins.,thermal,,4
ATOM_0307,BEAST_VIOLIN_01_E,single,,,O violino mais antigo confirmado a sobreviver é o Charles IX de Andrea Amati (1564).,"O mais antigo violino sobrevivente confirmado, datado dentro, é o ""Charles IX"" de Andrea Amati, produzido em Cremona em 1564",A golden eagle with rotting zombie flesh regurgitates a pristine sour-tasting wooden box labeled Charles IX onto the parked carriage swallowing a royal crown.,gustatory,,5
ATOM_0308,BEAST_GERMAN_09_AG,single,,,Simple waves move evenly and repeat in a regular pattern.,,,,,1
ATOM_0309,BEAST_GERMAN_09_AH,single,,,Amplitude shows how far a wave moves away from its resting point.,,,,,1
ATOM_0310,BEAST_GERMAN_09_AI,single,,,"Real sounds are usually made of messy, overlapping vibrations.",,,,,1
ATOM_0311,BEAST_GERMAN_09_AK,single,,,"Vowel sounds are even and smooth, while consonants can be messy and irregular.",,,,,1
ATOM_0312,BEAST_GERMAN_10_AL,single,,,A sound gets louder when the space around it boosts the vibration.,,,,,1
ATOM_0313,BEAST_GERMAN_10_AM,single,,,The absolute base wave made by the source is the fundamental frequency.,,,,,1
ATOM_0314,BEAST_GERMAN_10_AN,single,,,Resonance bundles multiply the base frequency to create speech formants.,,,,,1
ATOM_0315,BEAST_GERMAN_10_AO,single,,,The fundamental pitch comes directly from the vocal folds buzzing.,,,,,1
ATOM_0316,BEAST_GERMAN_10_AP,single,,,"The throat shapes the first formant, the mouth shapes the second, and their interplay with the base sound forms the source-filter model.",,,,,1
ATOM_0317,BEAST_GERMAN_11_AQ,single,,,Reharse the german alphabet depicted here: https://github.com/duducm2/scripts/blob/main/mnemonics/studies/german/portals/mnemonics-aquatic-leech.md,,,,,1
